timestamp,user_id,device_id,app_id,granted,reason,action
2025-11-03 21:24:59.819984,USER-0005,DEV-0013,APP-0003,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate']); User risk score too high (max: 30)",
2025-11-03 21:24:59.819995,USER-0023,DEV-0007,APP-0004,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820007,USER-0009,DEV-0075,APP-0007,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820166,USER-0028,DEV-0011,APP-0005,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.820177,USER-0029,DEV-0029,APP-0004,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.820241,USER-0019,DEV-0001,APP-0005,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.820418,USER-0017,DEV-0024,APP-0008,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820428,USER-0030,DEV-0053,APP-0003,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820438,USER-0017,DEV-0024,APP-0007,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820448,USER-0026,DEV-0025,APP-0006,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820486,USER-0007,DEV-0027,APP-0007,False,User risk score too high (max: 50),
2025-11-03 21:24:59.820555,USER-0043,DEV-0049,APP-0008,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.820584,USER-0036,DEV-0017,APP-0004,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820594,USER-0031,DEV-0016,APP-0006,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-11-03 21:24:59.820671,USER-0050,DEV-0029,APP-0007,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.820683,USER-0035,DEV-0069,APP-0007,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820694,USER-0028,DEV-0011,APP-0007,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.820816,USER-0041,DEV-0038,APP-0004,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820826,USER-0019,DEV-0001,APP-0008,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.820836,USER-0017,DEV-0024,APP-0004,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820871,USER-0050,DEV-0039,APP-0001,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.820910,USER-0017,DEV-0024,APP-0001,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820932,USER-0001,DEV-0045,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820974,USER-0044,DEV-0070,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820988,USER-0041,DEV-0038,APP-0002,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.820998,USER-0005,DEV-0054,APP-0010,False,User risk score too high (max: 50),
2025-11-03 21:24:59.821038,USER-0011,DEV-0073,APP-0010,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-11-03 21:24:59.821048,USER-0016,DEV-0044,APP-0004,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.821058,USER-0043,DEV-0049,APP-0002,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.821115,USER-0022,DEV-0026,APP-0002,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.821154,USER-0008,DEV-0051,APP-0005,False,Device validation failed: Device is quarantined,
2025-11-03 21:24:59.821271,USER-0001,DEV-0045,APP-0008,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.821341,USER-0024,DEV-0004,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.821407,USER-0032,DEV-0058,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.821423,USER-0001,DEV-0045,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.821433,USER-0012,DEV-0042,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.821470,USER-0049,DEV-0029,APP-0003,False,User risk score too high (max: 30),
2025-11-03 21:24:59.821485,USER-0021,DEV-0012,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.821506,USER-0013,DEV-0006,APP-0008,False,"Device validation failed: Trust score too low (required: 70, current: 62)",
2025-11-03 21:24:59.821605,USER-0031,DEV-0039,APP-0004,False,Authentication method not sufficient (required: ['password']),
2025-11-03 21:24:59.821707,USER-0034,DEV-0041,APP-0005,False,"Authentication method not sufficient (required: ['mfa', 'password']); User risk score too high (max: 50)",
2025-11-03 21:24:59.821726,USER-0047,DEV-0055,APP-0001,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.821738,USER-0047,DEV-0071,APP-0004,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.821830,USER-0011,DEV-0011,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.821844,USER-0006,DEV-0057,APP-0009,True,All ZTA policies satisfied,read
2025-11-03 21:24:59.821945,USER-0035,DEV-0069,APP-0001,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.821955,USER-0049,DEV-0029,APP-0004,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-11-03 21:24:59.822070,USER-0011,DEV-0041,APP-0002,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-11-03 21:24:59.822107,USER-0006,DEV-0057,APP-0005,False,"Authentication method not sufficient (required: ['mfa', 'password'])",
2025-11-03 21:24:59.822120,USER-0044,DEV-0070,APP-0005,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.822130,USER-0010,DEV-0046,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 64)",
2025-11-03 21:24:59.822141,USER-0016,DEV-0044,APP-0010,False,Device validation failed: Device is not compliant,
2025-11-03 21:24:59.822188,USER-0008,DEV-0059,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 69)",
2025-11-03 21:24:59.822198,USER-0031,DEV-0039,APP-0001,False,User risk score too high (max: 30),
